LAND1;BLAND;BEZEI
GB;POR;Portsmouth
GB;POW;Powys
GB;PTE;Peterborough
GB;RCC;RedcarandCleveland
GB;RCH;Rochdale
GB;RCT;Rhondda,Cynon,Taff
GB;RDB;Redbridge
GB;RDG;Reading
GB;RFW;Renfrewshire
GB;RIC;RichmonduponThames
GB;ROT;Rotherham
GB;RUT;Rutland
GB;SAW;Sandwell
GB;SAY;SouthAyrshire
GB;SCB;ScottishBorders
GB;SFK;Suffolk
GB;SFT;Sefton
GB;SGC;SGloucestershire
GB;SHF;Sheffield
GB;SHN;SaintHelens
GB;SHR;Shropshire
GB;SKP;Stockport
GB;SLF;Salford
GB;SLG;Slough
GB;SLK;SouthLanarkshire
GB;SND;Sunderland
GB;SOL;Solihull
GB;SOM;Somerset
GB;SOS;Southend-on-Sea
GB;SRY;Surrey
GB;STE;Stoke-on-Trent
GB;STG;Stirling
GB;STH;Southampton
GB;STN;Sutton
GB;STS;Staffordshire
GB;STT;Stockton-on-Tees
GB;STY;SouthTyneside
GB;SWA;Swansea
GB;SWD;Swindon
GB;SWK;Southwark
GB;TAM;Tameside
GB;TFW;TelfordandWrekin
GB;THR;Thurrock
GB;TOB;Torbay
GB;TOF;Torfaen
GB;TRF;Trafford
GB;TWH;TowerHamlets
GB;VGL;ValeofGlamorgan
GB;WAR;Warwickshire
GB;WBK;WestBerkshire
GB;WDU;WestDunbartonshire
GB;WFT;WalthamForest
GB;WGN;Wigan
GB;WIL;Wiltshire
GB;WKF;Wakefield
GB;WLL;Walsall
GB;WLN;WestLothian
GB;WLV;Wolverhampton
GB;WND;Wandsworth
GB;WNM;Windsor&Maidenhead
GB;WOK;Wokingham
GB;WOR;Worcestershire
GB;WRL;Wirral
GB;WRT;Warrington
GB;WRX;Wrexham
GB;WSM;Westminster
GB;WSX;WestSussex
GB;YOR;York
GB;ZET;ShetlandIslands
GD;01;SaintAndrew
GD;02;SaintDavid
GD;03;SaintGeorge
GD;04;SaintJohn
GD;05;SaintMark
GD;06;SaintPatrick
GD;10;Carriacou
GE;AB;Abkhazia
GE;AJ;Ajaria
GE;GU;Guria
GE;IM;Imereti
GE;KA;Kakheti
GE;KK;KvemoKartli
GE;MM;Mtskheta-Mtianeti
GE;RL;Racha-Lechkh./Kvemo
GE;SJ;Samtskhe-Javakheti
GE;SK;ShidaKartli
GE;SZ;Samegrelo-ZemoSvan
GE;TB;Tbilisi
GH;AA;GreaterAccra
GH;AF;Ahafo
GH;AH;Ashanti
GH;BE;BonoEast
GH;BO;Bono
GH;CP;Central
GH;EP;Eastern
GH;NE;NorthEast
GH;NP;Northern
GH;OT;Oti
GH;SV;Savannah
GH;TV;Volta
GH;UE;UpperEast
GH;UW;UpperWest
GH;WN;WesternNorth
GH;WP;Western
GM;B;Banjul
GM;L;LowerRiver
GM;M;CentralRiver
GM;N;NorthBank
GM;U;UpperRiver
GM;W;Western
GN;B;Boké
GN;C;Conakry
GN;D;Kindia
GN;F;Faranah
GN;K;Kankan
GN;L;Labé
GN;M;Mamou
GN;N;Nzérékoré
GQ;AN;Annobón
GQ;BN;BiokoNorte
GQ;BS;BiokoSur
GQ;CS;CentroSur
GQ;KN;Kié-Ntem
GQ;LI;Litoral
GQ;WN;Wele-Nzas
GR;01;AitoliakaiAkarnan.
GR;02;Akhaia
GR;03;Argolis
GR;04;Arkadhia
GR;05;Arta
GR;06;Attiki
GR;07;Dhodhekanisos
GR;08;Dhrama
GR;09;Evritania
GR;10;Evros
GR;11;Evvoia
GR;12;Florina
GR;13;Fokis
GR;14;Fthiotis
GR;15;Grevena
GR;16;Ilia
GR;17;Imathia
GR;18;Ioannina
GR;19;Iraklion
GR;20;Kardhitsa
GR;21;Kastoria
GR;22;Kavala
GR;23;Kefallinia
GR;24;Kerkira
GR;25;Khalkidhiki
GR;26;Khania
GR;27;Khios
GR;28;Kikladhes
GR;29;Kilkis
GR;30;Korinthia
GR;31;Kozani
GR;32;Lakonia
GR;33;Larisa
GR;34;Lasithi
GR;35;Lesvos
GR;36;Levkas
GR;37;Magnisia
GR;38;Messinia
GR;39;Pella
GR;40;Pieria
GR;41;Piraievs
GR;42;Preveza
GR;43;Rethimni
GR;44;Rodhopi
GR;45;Samos
GR;46;Serrai
GR;47;Thesprotia
GR;48;Thessaloniki
GR;49;Trikala
GR;50;Voiotia
GR;51;Xanthi
GR;52;Zakinthos
GR;69;AgioOros
GR;A;AnatolikíMakedonía
GR;B;KentrikíMakedonía
GR;C;DytikíMakedonía
GR;D;Ípeiros
GR;E;Thessalía
GR;F;IoníaNísia
GR;G;DytikíElláda
GR;H;StereáElláda
GR;I;Attikí
GR;J;Pelopónnisos
GR;K;VóreioAigaío
GR;L;NótioAigaío
GR;M;Kríti
GT;AV;AltaVerapaz
GT;BV;BajaVerapaz
GT;CM;Chimaltenango
GT;CQ;Chiquimula
GT;ES;Escuintla
GT;GU;Guatemala
GT;HU;Huehuetenango
GT;IZ;Izabal
GT;JA;Jalapa
GT;JU;Jutiapa
GT;PE;Petén
GT;PR;ElProgreso
GT;QC;Quiché
GT;QZ;Quetzaltenango
GT;RE;Retalhuleu
GT;SA;Sacatepéquez
GT;SM;SanMarcos
GT;SO;Sololá
GT;SR;SantaRosa
GT;SU;Suchitepéquez
GT;TO;Totonicapán
GT;ZA;Zacapa
GW;BA;Bafatá
GW;BL;Bolama
GW;BM;Biombo
GW;BS;Bissau
GW;CA;Cacheu
GW;GA;Gabú
GW;OI;Oio
GW;QU;Quinara
GW;TO;Tombali
GY;BA;Barima-Waini
GY;CU;Cuyuni-Mazaruni
GY;DE;Demerara-Mahaica
GY;EB;EastBerbice-Corent.
GY;ES;EssequiboIslands
GY;MA;Mahaica-Berbice
GY;PM;Pomeroon-Supenaam
GY;PT;Potaro-Siparuni
GY;UD;Up.Demerara-Berbice
GY;UT;UpperTak.-UpperEss.
HK;HK;HongKong-China
HN;AT;Atlántida
HN;CH;Choluteca
HN;CL;Colón
HN;CM;Comayagua
HN;CP;Copán
HN;CR;Cortés
HN;EP;ElParaíso
HN;FM;FranciscoMorazán
HN;GD;GraciasaDios
HN;IB;IslasdelaBahía
HN;IN;Intibucá
HN;LE;Lempira
HN;LP;LaPaz
HN;OC;Ocotepeque
HN;OL;Olancho
HN;SB;SantaBárbara
HN;VA;Valle
HN;YO;Yoro
HR;01;Zagrebacka
HR;02;Krapinsko-zagorska
HR;03;Sisacko-moslavacka
HR;04;Karlovacka
HR;05;Varazdinska
HR;06;Koprivnicko-krizevac
HR;07;Bjelovarsko-bilogors
HR;08;Primorsko-goranska
HR;09;Licko-senjska
HR;10;Viroviticko-podravac
HR;11;Pozesko-slavonska
HR;12;Brodsko-posavska
HR;13;Zadarska
HR;14;Osjecko-baranjska
HR;15;Sibensko-kninska
HR;16;Vukovarsko-srijemska
HR;17;Splitsko-dalmatinska
HR;18;Istarska
HR;19;Dubrovacko-neretvans
HR;20;Medjimurska
HR;21;Zagreb
HR;A00;Zagrebacka
HR;B00;Krapinsko-zagorska
HR;C00;Sisacko-moslavacka
HR;D00;Karlovacka
HR;E00;Varazdinska
HR;F00;Koprivnicko-krizevac
HR;G00;Bjelovarsko-bilogors
HR;H00;Rijecko-goranska
HR;I00;Licko-senjska
HR;J00;Viroviticko-podravac
HR;K00;Pozesko-slavonska
HR;L00;Slavonskobrodska
HR;M00;Zadarska
HR;N00;Osjecko-baranjska
HR;O00;Sibensko-kninska
HR;P00;Vukovarsko-srijemska
HR;R00;Splitsko-dalmatinska
HR;S00;Istarska
HR;T00;Dubrovacko-neretvans
HR;U00;Medjimurska
HR;V00;Zagreb
HT;AR;Artibonite
HT;CE;Centre
HT;GA;Grande'Anse
HT;ND;Nord
HT;NE;Nord-Est
HT;NI;Nippes
HT;NO;Nord-Ouest
HT;OU;Ouest
HT;SD;Sud
HT;SE;Sud-Est
HU;01;Bacs-Kiskun
HU;02;Baranya
HU;03;Bekes
HU;04;Bekescsaba
HU;05;Borsod-Abauj-Zemplen
HU;06;Budapest
HU;07;Csongrad
HU;08;Debrecen
HU;09;Dunaujvaros
HU;10;Eger
HU;11;Fejer
HU;12;Gyor
HU;13;Gyor-Moson-Sopron
HU;14;Hajdu-Bihar
HU;15;Heves
HU;16;Hodmezovasarhely
HU;17;Jasz-Nagykun-Szolnok
HU;18;Kaposvar
HU;19;Kecskemet
HU;20;Komarom-Esztergom
HU;21;Miskolc
HU;22;Nagykanizsa
HU;23;Nograd
HU;24;Nyiregyhaza
HU;25;Pecs
HU;26;Pest
HU;27;Somogy
HU;28;Sopron
HU;29;Szabolcs-Szat.-Bereg
HU;30;Szeged
HU;31;Szekesfehervar
HU;32;Szolnok
HU;33;Szombathely
HU;34;Tatabanya
HU;35;Tolna
HU;36;Vas
HU;38;Zala
HU;39;Zalaegerszeg
HU;40;Erd
HU;41;Szekszard
HU;42;Salgotarjan
HU;43;VeszpremRegion
HU;44;VeszpremCity
HU;BA;Baranya
HU;BC;Bekescsaba
HU;BE;Bekes
HU;BK;Bacs-Kiskun
HU;BU;Budapest
HU;BZ;Borsod-Abauj-Zemplen
HU;CS;Csongrad
HU;DE;Debrecen
HU;DU;Dunaujvaros
HU;EG;Eger
HU;ER;Erd
HU;FE;Fejer
HU;GS;Gyor-Moson-Sopron
HU;GY;Gyor
HU;HB;Hajdu-Bihar
HU;HE;Heves
HU;HV;Hodmezovasarhely
HU;JN;Jasz-Nagykun-Szolnok
HU;KE;Komarom-Esztergom
HU;KM;Kecskemet
HU;KV;Kaposvar
HU;MI;Miskolc
HU;NK;Nagykanizsa
HU;NO;Nograd
HU;NY;Nyiregyhaza
HU;PE;Pest
HU;PS;Pecs
HU;SD;Szeged
HU;SF;Szekesfehervar
HU;SH;Szombathely
HU;SK;Szolnok
HU;SN;Sopron
HU;SO;Somogy
HU;SS;Szekszard
HU;ST;Salgotarjan
HU;SZ;Szabolcs-Szat.-Bereg
HU;TB;Tatabanya
HU;TO;Tolna
HU;VA;Vas
HU;VE;VeszpremCounty
HU;VM;VeszpremCity
HU;ZA;Zala
HU;ZE;Zalaegerszeg
ID;01;DKIJakartaJakarta
ID;02;JawaBaratWestJava
ID;03;JawaTengahCentral
ID;04;JawaTimurEastJava
ID;05;DIYogyakartaYogyak
ID;06;DIAcehAceh
ID;07;SumateraUtaraNorth
ID;08;SumateraBaratWest
ID;09;RiauRiau
ID;10;JambiJambi
ID;11;SumateraSelatanSou
ID;12;BengkuluBengkulu
ID;13;LampungLampung
ID;14;KalimantanSelatanS
ID;15;KalimantanBaratWes
ID;16;KalimantanTengahCe
ID;17;KalimantanTimurEas
ID;18;SulawesiSelatanSou
ID;19;SulawesiTenggaraSo
ID;20;SulawesiTengahCent
ID;21;SulawesiUtaraNorth
ID;22;BaliBali
ID;23;NusaTenggaraBarat
ID;24;NusaTenggaraTimur
ID;25;MalukuMaluku
ID;26;IrianJayaIrianJay
ID;27;TimorTimurEastTim
ID;AC;Aceh
ID;BA;Bali
ID;BB;Bangka–BelitungIsl.
ID;BE;Bengkulu
ID;BT;Banten
ID;GO;Gorontalo
ID;JA;Jambi
ID;JB;WestJava
ID;JI;EastJava
ID;JK;Jakarta
ID;JT;CentralJava
ID;KB;WestKalimantan
ID;KI;EastKalimantan
ID;KR;RiauIslands
ID;KS;SouthKalimantan
ID;KT;CentralKalimantan
ID;KU;NorthKalimantan
ID;LA;Lampung
ID;MA;Maluku
ID;MU;NorthMaluku
ID;NB;WestNusaTenggara
ID;NT;EastNusaTenggara
ID;PA;Papua
ID;PB;WestPapua
ID;RI;Riau
ID;SA;NorthSulawesi
ID;SB;WestSumatra
ID;SG;SoutheastSulawesi
ID;SN;SouthSulawesi
ID;SR;WestSulawesi
ID;SS;SouthSumatra
ID;ST;CentralSulawesi
ID;SU;NorthSumatra
ID;YO;Yogyakarta
IE;CE;Clare
IE;CN;Cavan
IE;CO;Cork
IE;CW;Carlow
IE;D;Dublin
IE;DL;Donegal
IE;G;Galway
IE;KE;Kildare
IE;KK;Kilkenny
IE;KY;Kerry
IE;LD;Longford
IE;LH;Louth
IE;LK;Limerick
IE;LM;Leitrim
IE;LS;Laois
IE;MH;Meath
IE;MN;Monaghan
IE;MO;Mayo
IE;OY;Offaly
IE;RN;Roscommon
IE;SO;Sligo
IE;TA;Tipperary
IE;WD;Waterford
IE;WH;Westmeath
IE;WW;Wicklow
IE;WX;Wexford
IL;01;Central
IL;02;Haifa
IL;03;Jerusalem
IL;04;Northern
IL;05;Southern
IL;06;TelAviv
IL;D;SouthernDistrict
IL;HA;Haifa
IL;JM;Jerusalem
IL;M;CentralDistrict
IL;TA;TelAviv
IL;Z;NorthernDistrict
IN;01;AndhraPradesh
IN;02;ArunachalPradesh
IN;03;Assam
IN;04;Bihar
IN;05;Goa
IN;06;Gujarat
IN;07;Haryana
IN;08;HimachalPradesh
IN;09;JammuandKashmir
IN;10;Karnataka
IN;11;Kerala
IN;12;MadhyaPradesh
IN;13;Maharashtra
IN;14;Manipur
IN;15;Meghalaya
IN;16;Mizoram
IN;17;Nagaland
IN;18;Orissa
IN;19;Punjab
IN;20;Rajasthan
IN;21;Sikkim
IN;22;TamilNadu
IN;23;Tripura
IN;24;UttarPradesh
IN;25;WestBengal
IN;26;AndamanandNico.Is.
IN;27;Chandigarh
IN;28;DadraandNagarHav.
IN;29;DamanandDiu
IN;30;Delhi
IN;31;Lakshadweep
IN;32;Puducherry
IN;33;Chhattisgarh
IN;34;Jharkhand
IN;35;Uttarakhand
IN;36;Telangana
IN;AN;AndamanandNico.Is.
IN;AP;AndraPradesh
IN;AR;ArunachalPradesh
IN;AS;Assam
IN;BR;Bihar
IN;CH;Chandigarh
IN;CT;Chhaattisgarh
IN;DD;DamanandDiu
IN;DL;Delhi
IN;DN;DadraandNagarHav.
IN;GA;Goa
IN;GJ;Gujarat
IN;HP;HimachalPradesh
IN;HR;Haryana
IN;JH;Jharkhand
IN;JK;JammuandKashmir
IN;KA;Karnataka
IN;KL;Kerala
IN;LA;Ladakh
IN;LD;Lakshadweep
IN;MH;Maharashtra
IN;ML;Megalaya
IN;MN;Manipur
IN;MP;MadhyaPradesh
IN;MZ;Mizoram
IN;NL;Nagaland
IN;OR;Orissa
IN;PB;Punjab
IN;PY;Pondicherry
MK;503;Dolneni
MK;504;Krivogaštani
MK;505;Kruševo
MK;506;Mogila
MK;507;Novaci
MK;508;Prilep
MK;509;Resen
MK;51;Obsolete
MK;52;Obsolete
MK;53;Obsolete
MK;54;Obsolete
MK;55;Obsolete
MK;56;Obsolete
MK;58;Obsolete
MK;59;Obsolete
MK;60;Obsolete
MK;601;Bogovinje
MK;602;Brvenica
MK;603;Vrapčište
MK;604;Gostivar
MK;605;Želino
MK;606;Jegunovce
MK;607;MavrovoiRostuše
MK;608;Tearce
MK;609;Tetovo
MK;61;Obsolete
MK;62;Obsolete
MK;63;Obsolete
MK;64;Obsolete
MK;65;Obsolete
MK;66;Obsolete
MK;67;Obsolete
MK;69;Obsolete
MK;70;Obsolete
MK;701;Kratovo
MK;702;KrivaPalanka
MK;703;Kumanovo
MK;704;Lipkovo
MK;705;Rankovce
MK;706;StaroNagoričane
MK;71;Obsolete
MK;72;Obsolete
MK;73;Obsolete
MK;74;Obsolete
MK;75;Obsolete
MK;76;Obsolete
MK;78;Obsolete
MK;80;Obsolete
MK;801;Aerodrom
MK;802;Aračinovo
MK;803;Butel
MK;804;GaziBaba
MK;805;GjorčePetrov
MK;806;Zelenikovo
MK;807;Ilinden
MK;808;Karpoš
MK;809;KiselaVoda
MK;81;Obsolete
MK;810;Petrovec
MK;811;Saraj
MK;812;Sopište
MK;813;Studeničani
MK;814;Centar
MK;815;Čair
MK;816;Čučer-Sandevo
MK;817;ŠutoOrizari
MK;82;Obsolete
MK;83;Obsolete
MK;85;Obsolete
ML;1;Kayes
ML;10;Taoudénit
ML;2;Koulikoro
ML;3;Sikasso
ML;4;Ségou
ML;5;Mopti
ML;6;Timbuktu
ML;7;Gao
ML;8;Kidal
ML;9;Ménaka
ML;BK0;Bamako
MM;01;Sagaing
MM;02;Bago
MM;03;Magway
MM;04;Mandalay
MM;05;Tanintharyi
MM;06;Yangon
MM;07;Ayeyarwady
MM;11;Kachin
MM;12;Kayah
MM;13;Kayin
MM;14;Chin
MM;15;Mon
MM;16;Rakhine
MM;17;Shan
MM;18;NayPyiTaw
MN;035;Orhon
MN;037;Darhanuul
MN;039;Hentiy
MN;041;Hövsgöl
MN;043;Hovd
MN;046;Uvs
MN;047;Töv
MN;049;Selenge
MN;051;Sühbaatar
MN;053;Ömnögovĭ
MN;055;Övörhangay
MN;057;Dzavhan
MN;059;Dundgovĭ
MN;061;Dornod
MN;063;Dornogovĭ
MN;064;Govĭ-Sümber
MN;065;Govĭ-Altay
MN;067;Bulgan
MN;069;Bayanhongor
MN;071;Bayan-Ölgiy
MN;073;Arhangay
MN;1;Ulaanbaatar
MR;01;HodhechChargui
MR;02;HodhelGharbi
MR;03;Assaba
MR;04;Gorgol
MR;05;Brakna
MR;06;Trarza
MR;07;Adrar
MR;08;DakhletNouâdhibou
MR;09;Tagant
MR;10;Guidimaka
MR;11;TirisZemmour
MR;12;Inchiri
MR;13;NouakchottNord
MR;14;NouakchottOuest
MR;15;NouakchottSud
MT;01;Attard
MT;02;Balzan
MT;03;Birgu
MT;04;Birkirkara
MT;05;Birżebbuġa
MT;06;Bormla
MT;07;Dingli
MT;08;Fgura
MT;09;Floriana
MT;10;Fontana
MT;11;Gudja
MT;12;Gżira
MT;13;Għajnsielem
MT;14;Għarb
MT;15;Għargħur
MT;16;Għasri
MT;17;Għaxaq
MT;18;Ħamrun
MT;19;Iklin
MT;20;Isla
MT;21;Kalkara
MT;22;Kerċem
MT;23;Kirkop
MT;24;Lija
MT;25;Luqa
MT;26;Marsa
MT;27;Marsaskala
MT;28;Marsaxlokk
MT;29;Mdina
MT;30;Mellieħa
MT;31;Mġarr
MT;32;Mosta
MT;33;Mqabba
MT;34;Msida
MT;35;Mtarfa
MT;36;Munxar
MT;37;Nadur
MT;38;Naxxar
MT;39;Paola
MT;40;Pembroke
MT;41;Pietà
MT;42;Qala
MT;43;Qormi
MT;44;Qrendi
MT;45;RabatGozo
MT;46;RabatMalta
MT;47;Safi
MT;48;SaintJulian's
MT;49;SaintJohn
MT;50;SaintLawrence
MT;51;SaintPaul'sBay
MT;52;Sannat
MT;53;SaintLucia's
MT;54;SantaVenera
MT;55;Siġġiewi
MT;56;Sliema
MT;57;Swieqi
MT;58;Ta'Xbiex
MT;59;Tarxien
MT;60;Valletta
MT;61;Xagħra
MT;62;Xewkija
MT;63;Xgħajra
MT;64;Żabbar
MT;65;ŻebbuġGozo
MT;66;ŻebbuġMalta
MT;67;Żejtun
MT;68;Żurrieq
MU;AG;AgalegaIslands
MU;BL;BlackRiver
MU;BR;BeauBassinRoseHill
MU;CC;St.BrandonIslands
MU;CU;Curepipe
MU;FL;Flacq
MU;GP;GrandPort
MU;MO;Moka
MU;PA;Pamplemousses
MU;PL;PortLouis(District)
MU;PU;PortLouis(City)
MU;PW;PlainesWilhem
MU;QB;QuatreBornes
MU;RO;RodriguesIsland
MU;RR;RiviereduRempart
MU;SA;Savanne
MU;VP;Vacoas-Phoenix
MW;C;CentralRegion
MW;N;NorthernRegion
MW;S;SouthernRegion
MX;AGS;Aguascalientes
MX;AGU;Aguascalientes
MX;BC;BajaCalifornia
MX;BCN;BajaCalifornia
MX;BCS;BajaCaliforniaS
MX;CAM;Campeche
MX;CHH;Chihuahua
MX;CHI;Chihuahua
MX;CHP;Chiapas
MX;CHS;Chiapas
MX;CMP;Campeche
MX;CMX;CiudaddeMexico
MX;COA;Coahuila
MX;COL;Colima
MX;DF;MexicoCity
MX;DGO;Durango
MX;DUR;Durango
MX;GRO;Guerrero
MX;GTO;Guanajuato
MX;GUA;Guanajuato
MX;HGO;Hidalgo
MX;HID;Hidalgo
MX;JAL;Jalisco
MX;MCH;Michoacan
MX;MEX;EstadodeMexico
MX;MIC;Michoacan
MX;MOR;Morelos
MX;NAY;Nayarit
MX;NL;NuevoLeon
MX;NLE;NuevoLeon
MX;OAX;Oaxaca
MX;PUE;Puebla
MX;QR;QuintanaRoo
MX;QRO;Queretaro
MX;QUE;Queretaro
MX;ROO;QuintanaRoo
MX;SIN;Sinaloa
MX;SLP;SanLuisPotosi
MX;SON;Sonora
MX;TAB;Tabasco
MX;TAM;Tamaulipas
MX;TLA;Tlaxcala
MX;TLX;Tlaxcala
MX;TMS;Tamaulipas
MX;VER;Veracruz
MX;YUC;Yucatan
MX;ZAC;Zacatecas
MY;01;Johor
MY;02;Kedah
MY;03;Kelantan
MY;04;Melaka
MY;05;NegeriSembilan
MY;06;Pahang
MY;07;PulauPinang
MY;08;Perak
MY;09;Perlis
MY;10;Selangor
MY;11;Terengganu
MY;12;Sabah
MY;13;Sarawak
MY;14;KualaLumpur
MY;15;Labuan
MY;16;Putrajaya
MY;JOH;Johor
MY;KED;Kedah
MY;KEL;Kelantan
MY;KUL;KualaLumpur
MY;LAB;Labuan
MY;MEL;Melaka
MY;PAH;Pahang
MY;PEL;Perlis
MY;PER;Perak
MY;PIN;PulauPinang
MY;PJY;Putrajaya
MY;PSK;Wil.Persekutuan
MY;SAB;Sabah
MY;SAR;Sarawak
MY;SEL;Selangor
MY;SER;NegeriSembilan
MY;TRE;Trengganu
MY;WPP;W.PPutrajaya
MZ;A;Niassa
MZ;B;Manica
MZ;G;Gaza
MZ;I;Inhambane
MZ;L;Maputo(Province)
MZ;MPM;Maputo
MZ;N;Nampula
MZ;P;CaboDelgado
MZ;Q;Zambezia
MZ;S;Sofala
MZ;T;Tete
NA;CA;Zambezi
NA;ER;Erongo
NA;HA;Hardap
NA;KA;Karas
NA;KE;KavangoEast
NA;KH;Khomas
NA;KU;Kunene
NA;KW;KavangoWest
NA;OD;Otjozondjupa
NA;OH;Omaheke
NA;ON;Oshana
NA;OS;Omusati
NA;OT;Oshikoto
NA;OW;Ohangwena
NE;1;Agadez
NE;2;Diffa
NE;3;Dosso
NE;4;Maradi
NE;5;Tahoua
NE;6;Tillabéri
NE;7;Zinder
NE;8;Niamey
NG;AB;Abia
NG;AD;Adamawa
NG;AK;AkwaIbom
NG;AN;Anambra
NG;BA;Bauchi
NG;BE;Benue
NG;BO;Borno
NG;BY;Bayelsa
NG;CR;CrossRiver
NG;DE;Delta
NG;EB;Ebonyi
NG;ED;Edo
NG;EK;Ekiti
NG;EN;Enugu
NG;FC;AbujaFed.Capital
NG;GO;Gombe
NG;IM;Imo
NG;JI;Jigawa
NG;KD;Kaduna
NG;KE;Kebbi
NG;KN;Kano
NG;KO;Kogi
NG;KT;Katsina
NG;KW;Kwara
NG;LA;Lagos
NG;NA;Nassarawa
NG;NI;Niger
NG;OG;Ogun
NG;ON;Ondo
NG;OS;Osun
NG;OY;Oyo
NG;PL;Plateau
NG;RI;Rivers
NG;SO;Sokoto
NG;TA;Taraba
NG;YO;Yobe
NG;ZA;Zamfara
NI;AN;AtlánticoNorte
NI;AS;AtlánticoSur
NI;BO;Boaco
NI;CA;Carazo
NI;CI;Chinandega
NI;CO;Chontales
NI;ES;Estelí
NI;GR;Granada
NI;JI;Jinotega
NI;LE;León
NI;MD;Madriz
NI;MN;Managua
NI;MS;Masaya
NI;MT;Matagalpa
NI;NS;NuevaSegovia
NI;RI;Rivas
NI;SJ;RioSanJuan
NL;01;Drenthe
NL;02;Flevoland
NL;03;Friesland
NL;04;Gelderland
NL;05;Groningen
NL;06;Limburg
NL;07;Noord-Brabant
NL;08;Noord-Holland
NL;09;Overijssel
NL;10;Utrecht
NL;11;Zeeland
NL;12;Zuid-Holland
NL;DR;Drenthe
NL;FL;Flevoland
NL;FR;Friesland
NL;GE;Gelderland
NL;GR;Groningen
NL;LI;Limburg
NL;NB;NorthBrabant
NL;NH;NorthHolland
NL;OV;Overijssel
NL;UT;Utrecht
NL;ZE;Zeeland
NL;ZH;SouthHolland
NO;01;Ostfold
NO;02;Akershus
NO;03;Oslo
NO;04;Hedmark
NO;05;Oppland
NO;06;Buskerud
NO;07;Vestfold
NO;08;Telemark
NO;09;Aust-Agder
NO;10;Vest-Agder
NO;11;Rogaland
NO;12;Hordaland
NO;14;SognogFjordane
NO;15;MoreogRomsdal
NO;18;Nordland
NO;19;Troms
NO;20;Finnmark
NO;21;Svalbard
NO;22;JanMayen
NO;50;Trøndelag
NR;01;Aiwo
NR;02;Anabar
NR;03;Anetan
NR;04;Anibare
NR;05;Baiti
NR;06;Boe
NR;07;Buada
NR;08;Denigomodu
NR;09;Ewa
NR;10;Ijuw
NR;11;Meneng
NR;12;Nibok
NR;13;Uaboe
NR;14;Yaren
NZ;AKL;Auckland
NZ;AUK;Auckland
NZ;BOP;BayofPlenty
NZ;CAN;Canterbury
NZ;CIT;ChathamIslands
NZ;GIS;Gisborne
NZ;HAB;Hawke'sBay
NZ;HKB;Hawke´sBay
NZ;MAN;Manawatu-Wanganui
NZ;MBH;Marlborough
NZ;MWT;Manawatu-Wanganui
NZ;NSN;Nelson
NZ;NTL;Northland
NZ;OTA;Otago
NZ;STL;Southland
NZ;TAR;Taranaki
NZ;TAS;Tasman
NZ;TKI;Taranaki
NZ;WAI;Waikato
NZ;WEC;WestCoast
NZ;WGN;Wellington
NZ;WKO;Waikato
NZ;WLG;Wellington
NZ;WTC;WestCoast
OM;BJ;AlBatinahSouth
OM;BS;AlBatinahNorth
OM;BU;AlBuraimi
OM;DA;AdDakhiliyah
OM;MA;Masqat
OM;MU;Musandam
OM;SJ;AshSharqiyahSouth
OM;SS;AshSharqiyahNorth
OM;WU;AlWusta
OM;ZA;AlDhahirah
OM;ZU;Dhofar
PA;1;BocasdelToro
PA;10;PanamáOeste
PA;2;Coclé
PA;3;Colón
PA;4;Chiriquí
PA;5;Darién
PA;6;Herrera
PA;7;LosSantos
PA;8;Panamá
PA;9;Veraguas
PA;EM;Emberá
PA;KY;KunaYala
PA;NB;Ngöbe-Buglé
PE;01;Tumbes
PE;02;Piura
PE;03;Lambayeque
PE;04;LaLibertad
PE;05;Ancash
PE;07;Ica
PE;08;Arequipa
PE;09;Moquegua
PE;10;Tacna
PE;11;Amazon
PE;12;Cajamarca
PE;13;SanMartin
PE;14;Huanuco
PE;15;Pasco
PE;16;Junin
PE;17;Huancavelica
PE;18;Ayacucho
PE;19;Apurimac
PE;20;Cuzco
PE;21;Puno
PE;22;Loreto
PE;23;Ucayali
PE;24;MadredeDios
PE;25;LimaRegion
PE;26;LimaMunicipality
PE;27;Callao
PE;AMA;Amazon
PE;ANC;Ancash
PE;APU;Apurimac
PE;ARE;Arequipa
PE;AYA;Ayacucho
PE;CAJ;Cajamarca
PE;CAL;Callao
PE;CUS;Cuzco
PE;HUC;Huanuco
PE;HUV;Huancavelica
PE;ICA;Ica
PE;JUN;Junin
PE;LAL;LaLibertad
PE;LAM;Lambayeque
PE;LIM;LimaRegion
PE;LMA;LimaProvince
PE;LOR;Loreto
PE;MDD;MadredeDios
PE;MOQ;Moquegua
PE;PAS;Pasco
PE;PIU;Piura
PE;PUN;Puno
PE;SAM;SanMartin
PE;TAC;Tacna
PE;TUM;Tumbes
PE;UCA;Ucayali
PG;CPK;Chimbu
PG;CPM;Central
PG;EBR;EastNewBritain
PG;EHG;EasternHighlands
PG;EPW;Enga
PG;ESW;EastSepik
PG;GPK;Gulf
PG;HLA;Hela
PG;JWK;Jiwaka
PG;MBA;MilneBay
PG;MPL;Morobe
PG;MPM;Madang
PG;MRL;Manus
PG;NCD;NationalCapitalDis
PG;NIK;NewIreland
PG;NPP;Northern(Oro)
PG;NSB;Bougainville
PG;SAN;Sandaun(WestSepik)
PG;SHM;SouthernHighlands
PG;WBK;WestNewBritain
PG;WHM;WesternHighlands
